期數,日期,號碼1,號碼2,號碼3,號碼4,號碼5,號碼6,特別號
99069.0,2010/8/27,8.0,14.0,27.0,30.0,42.0,47.0,29.0
99070.0,2010/8/31,4.0,7.0,20.0,23.0,31.0,43.0,47.0
99071.0,2010/9/3,5.0,7.0,18.0,20.0,38.0,47.0,37.0
99072.0,2010/9/7,3.0,4.0,8.0,16.0,41.0,43.0,22.0
99073.0,2010/9/10,10.0,14.0,18.0,41.0,42.0,49.0,24.0
99074.0,2010/9/14,1.0,2.0,19.0,22.0,26.0,44.0,3.0
99075.0,2010/9/17,12.0,13.0,24.0,34.0,35.0,39.0,14.0
99076.0,2010/9/21,1.0,22.0,35.0,38.0,39.0,45.0,8.0
99077.0,2010/9/24,2.0,8.0,29.0,36.0,42.0,44.0,22.0
99078.0,2010/9/28,3.0,4.0,19.0,22.0,32.0,40.0,11.0
99079.0,2010/10/1,8.0,12.0,23.0,37.0,38.0,48.0,20.0
99080.0,2010/10/5,14.0,16.0,21.0,32.0,35.0,43.0,49.0
99081.0,2010/10/8,3.0,11.0,14.0,39.0,41.0,48.0,6.0
99082.0,2010/10/12,8.0,9.0,10.0,20.0,31.0,40.0,25.0
99083.0,2010/10/15,1.0,11.0,20.0,28.0,30.0,46.0,10.0
99084.0,2010/10/19,12.0,21.0,27.0,35.0,36.0,37.0,8.0
99085.0,2010/10/22,1.0,4.0,8.0,13.0,18.0,49.0,3.0
99086.0,2010/10/26,3.0,14.0,22.0,35.0,43.0,44.0,26.0
99087.0,2010/10/29,4.0,13.0,19.0,26.0,27.0,28.0,33.0
99088.0,2010/11/2,4.0,5.0,21.0,34.0,36.0,39.0,28.0
99089.0,2010/11/5,5.0,8.0,13.0,16.0,28.0,47.0,46.0
99090.0,2010/11/9,5.0,7.0,21.0,30.0,31.0,36.0,49.0
99091.0,2010/11/12,3.0,10.0,23.0,36.0,37.0,39.0,15.0
99092.0,2010/11/16,2.0,7.0,10.0,12.0,15.0,43.0,22.0
99093.0,2010/11/19,3.0,6.0,40.0,43.0,44.0,45.0,41.0
99094.0,2010/11/23,2.0,3.0,26.0,30.0,32.0,48.0,41.0
99095.0,2010/11/26,18.0,22.0,23.0,35.0,44.0,49.0,26.0
99096.0,2010/11/30,7.0,8.0,24.0,34.0,36.0,38.0,16.0
99097.0,2010/12/3,17.0,23.0,33.0,38.0,43.0,48.0,19.0
99098.0,2010/12/7,21.0,22.0,30.0,37.0,38.0,49.0,34.0
99099.0,2010/12/10,1.0,17.0,22.0,26.0,29.0,33.0,3.0
99100.0,2010/12/14,15.0,16.0,17.0,20.0,32.0,41.0,8.0
99101.0,2010/12/17,9.0,25.0,28.0,30.0,35.0,41.0,12.0
99102.0,2010/12/21,1.0,12.0,23.0,35.0,38.0,45.0,26.0
99103.0,2010/12/24,16.0,27.0,39.0,43.0,48.0,49.0,1.0
99104.0,2010/12/28,2.0,13.0,17.0,27.0,31.0,36.0,18.0
99105.0,2010/12/31,4.0,9.0,27.0,36.0,38.0,39.0,2.0
100001.0,2011/1/4,14.0,19.0,23.0,35.0,37.0,47.0,42.0
100002.0,2011/1/7,11.0,13.0,34.0,35.0,47.0,49.0,20.0
100003.0,2011/1/11,7.0,10.0,11.0,12.0,14.0,20.0,41.0
100004.0,2011/1/14,16.0,17.0,20.0,32.0,39.0,45.0,46.0
100005.0,2011/1/18,15.0,38.0,40.0,42.0,46.0,47.0,17.0
100006.0,2011/1/21,2.0,32.0,36.0,37.0,39.0,43.0,3.0
100007.0,2011/1/25,12.0,13.0,17.0,21.0,31.0,39.0,20.0
100008.0,2011/1/28,3.0,4.0,13.0,18.0,24.0,42.0,47.0
100009.0,2011/2/1,1.0,6.0,17.0,25.0,40.0,42.0,15.0
100010.0,2011/2/4,10.0,33.0,41.0,42.0,47.0,49.0,3.0
100011.0,2011/2/8,5.0,6.0,23.0,31.0,39.0,41.0,16.0
100012.0,2011/2/11,3.0,4.0,7.0,34.0,36.0,45.0,24.0
100013.0,2011/2/15,9.0,12.0,15.0,24.0,33.0,35.0,18.0
100014.0,2011/2/18,14.0,20.0,23.0,26.0,37.0,38.0,33.0
100015.0,2011/2/22,13.0,15.0,20.0,32.0,35.0,39.0,11.0
100016.0,2011/2/25,2.0,3.0,20.0,28.0,36.0,44.0,21.0
100017.0,2011/3/1,3.0,8.0,14.0,27.0,31.0,48.0,23.0
100018.0,2011/3/4,12.0,16.0,18.0,22.0,23.0,27.0,41.0
100019.0,2011/3/8,1.0,6.0,24.0,25.0,32.0,47.0,38.0
100020.0,2011/3/11,5.0,11.0,13.0,21.0,22.0,42.0,25.0
100021.0,2011/3/15,4.0,19.0,28.0,29.0,30.0,41.0,10.0
100022.0,2011/3/18,3.0,15.0,23.0,30.0,36.0,37.0,28.0
100023.0,2011/3/22,6.0,8.0,20.0,24.0,36.0,47.0,27.0
100024.0,2011/3/25,1.0,18.0,35.0,39.0,43.0,48.0,2.0
100025.0,2011/3/29,4.0,10.0,12.0,18.0,22.0,40.0,24.0
100026.0,2011/4/1,14.0,20.0,30.0,32.0,35.0,43.0,33.0
100027.0,2011/4/5,8.0,10.0,20.0,24.0,28.0,29.0,32.0
100028.0,2011/4/8,9.0,10.0,23.0,29.0,37.0,38.0,44.0
100029.0,2011/4/12,4.0,6.0,14.0,24.0,29.0,33.0,45.0
100030.0,2011/4/15,15.0,28.0,37.0,38.0,42.0,47.0,33.0
100031.0,2011/4/19,22.0,35.0,37.0,41.0,46.0,47.0,24.0
100032.0,2011/4/22,4.0,21.0,22.0,26.0,36.0,46.0,41.0
100033.0,2011/4/26,20.0,37.0,39.0,40.0,41.0,45.0,8.0
100034.0,2011/4/29,1.0,7.0,16.0,17.0,22.0,23.0,19.0
100035.0,2011/5/3,10.0,15.0,18.0,24.0,28.0,43.0,35.0
100036.0,2011/5/6,6.0,22.0,23.0,24.0,36.0,44.0,3.0
100037.0,2011/5/10,5.0,12.0,25.0,35.0,38.0,42.0,28.0
100038.0,2011/5/13,16.0,19.0,21.0,29.0,36.0,42.0,10.0
100039.0,2011/5/17,1.0,3.0,11.0,15.0,26.0,48.0,28.0
100040.0,2011/5/20,2.0,33.0,34.0,42.0,44.0,47.0,10.0
100041.0,2011/5/24,1.0,16.0,19.0,24.0,25.0,26.0,21.0
100042.0,2011/5/27,5.0,10.0,24.0,32.0,43.0,48.0,4.0
100043.0,2011/5/31,5.0,9.0,15.0,32.0,38.0,43.0,12.0
100044.0,2011/6/3,8.0,12.0,13.0,15.0,35.0,46.0,30.0
100045.0,2011/6/7,3.0,8.0,22.0,27.0,31.0,39.0,14.0
100046.0,2011/6/10,6.0,10.0,19.0,29.0,37.0,41.0,9.0
100047.0,2011/6/14,5.0,17.0,21.0,31.0,33.0,48.0,25.0
100048.0,2011/6/17,1.0,2.0,19.0,31.0,47.0,48.0,36.0
100049.0,2011/6/21,1.0,10.0,13.0,40.0,42.0,46.0,41.0
100050.0,2011/6/24,11.0,19.0,21.0,27.0,38.0,39.0,24.0
100051.0,2011/6/28,11.0,13.0,15.0,23.0,27.0,33.0,4.0
100052.0,2011/7/1,9.0,23.0,25.0,31.0,44.0,49.0,2.0
100053.0,2011/7/5,1.0,2.0,15.0,18.0,28.0,32.0,26.0
100054.0,2011/7/8,16.0,18.0,35.0,37.0,43.0,47.0,7.0
100055.0,2011/7/12,8.0,24.0,31.0,35.0,37.0,41.0,19.0
100056.0,2011/7/15,17.0,23.0,27.0,30.0,43.0,49.0,31.0
100057.0,2011/7/19,2.0,17.0,20.0,37.0,47.0,49.0,36.0
100058.0,2011/7/22,4.0,5.0,6.0,8.0,22.0,38.0,42.0
100059.0,2011/7/26,2.0,8.0,13.0,29.0,35.0,36.0,14.0
100060.0,2011/7/29,6.0,19.0,28.0,37.0,38.0,46.0,42.0
100061.0,2011/8/2,17.0,24.0,27.0,28.0,42.0,45.0,31.0
100062.0,2011/8/5,3.0,20.0,24.0,25.0,28.0,49.0,30.0
100063.0,2011/8/9,25.0,27.0,33.0,38.0,40.0,49.0,12.0
100064.0,2011/8/12,2.0,12.0,14.0,22.0,40.0,45.0,4.0
100065.0,2011/8/16,26.0,30.0,37.0,38.0,42.0,43.0,32.0
100066.0,2011/8/19,13.0,18.0,30.0,32.0,41.0,48.0,45.0
100067.0,2011/8/23,5.0,23.0,29.0,32.0,36.0,42.0,14.0
100068.0,2011/8/26,10.0,31.0,32.0,33.0,43.0,45.0,30.0
100069.0,2011/8/30,10.0,12.0,26.0,36.0,37.0,48.0,34.0
100070.0,2011/9/2,2.0,5.0,22.0,24.0,30.0,35.0,42.0
100071.0,2011/9/6,2.0,9.0,23.0,29.0,38.0,41.0,8.0
100072.0,2011/9/9,1.0,8.0,12.0,15.0,36.0,47.0,10.0
100073.0,2011/9/13,2.0,8.0,11.0,38.0,41.0,48.0,18.0
100074.0,2011/9/16,15.0,23.0,28.0,30.0,36.0,48.0,45.0
100075.0,2011/9/20,2.0,25.0,27.0,28.0,34.0,37.0,42.0
100076.0,2011/9/23,14.0,16.0,23.0,27.0,28.0,44.0,40.0
100077.0,2011/9/27,3.0,9.0,23.0,26.0,31.0,42.0,41.0
100078.0,2011/9/30,10.0,11.0,24.0,34.0,44.0,48.0,31.0
100079.0,2011/10/4,2.0,8.0,15.0,26.0,29.0,49.0,3.0
100080.0,2011/10/7,1.0,6.0,13.0,16.0,30.0,33.0,3.0
100081.0,2011/10/11,2.0,6.0,18.0,33.0,34.0,43.0,28.0
100082.0,2011/10/14,7.0,8.0,21.0,23.0,26.0,39.0,28.0
100083.0,2011/10/18,4.0,8.0,19.0,32.0,44.0,46.0,21.0
100084.0,2011/10/21,20.0,33.0,34.0,35.0,41.0,43.0,4.0
100085.0,2011/10/25,2.0,5.0,24.0,28.0,33.0,44.0,4.0
100086.0,2011/10/28,5.0,15.0,24.0,27.0,33.0,36.0,1.0
100087.0,2011/11/1,4.0,7.0,13.0,14.0,21.0,29.0,22.0
100088.0,2011/11/4,2.0,7.0,8.0,14.0,21.0,38.0,11.0
100089.0,2011/11/8,2.0,11.0,22.0,35.0,39.0,40.0,36.0
100090.0,2011/11/11,4.0,19.0,20.0,29.0,32.0,36.0,30.0
100091.0,2011/11/15,12.0,19.0,21.0,35.0,42.0,46.0,40.0
100092.0,2011/11/18,10.0,11.0,12.0,15.0,16.0,45.0,19.0
100093.0,2011/11/22,16.0,21.0,37.0,40.0,41.0,46.0,27.0
100094.0,2011/11/25,8.0,10.0,27.0,30.0,36.0,43.0,48.0
100095.0,2011/11/29,1.0,7.0,11.0,14.0,35.0,36.0,10.0
100096.0,2011/12/2,23.0,27.0,31.0,37.0,39.0,45.0,6.0
100097.0,2011/12/6,3.0,13.0,14.0,18.0,22.0,38.0,6.0
100098.0,2011/12/9,10.0,37.0,38.0,39.0,40.0,45.0,18.0
100099.0,2011/12/13,2.0,23.0,30.0,36.0,44.0,48.0,24.0
100100.0,2011/12/16,10.0,31.0,35.0,36.0,41.0,44.0,34.0
100101.0,2011/12/20,5.0,7.0,9.0,26.0,27.0,34.0,8.0
100102.0,2011/12/23,6.0,17.0,27.0,31.0,40.0,48.0,28.0
100103.0,2011/12/27,1.0,8.0,23.0,24.0,30.0,32.0,14.0
100104.0,2011/12/30,12.0,13.0,15.0,28.0,30.0,37.0,3.0
101001.0,2012/1/3,9.0,19.0,26.0,34.0,38.0,40.0,37.0
101002.0,2012/1/6,10.0,14.0,23.0,35.0,41.0,46.0,19.0
101003.0,2012/1/10,3.0,21.0,23.0,27.0,45.0,47.0,40.0
101004.0,2012/1/13,22.0,36.0,42.0,43.0,46.0,48.0,21.0
101005.0,2012/1/17,4.0,10.0,22.0,35.0,42.0,46.0,32.0
101006.0,2012/1/20,10.0,12.0,22.0,30.0,39.0,44.0,9.0
101007.0,2012/1/24,8.0,21.0,29.0,38.0,44.0,45.0,20.0
101008.0,2012/1/27,3.0,20.0,21.0,22.0,34.0,40.0,44.0
101009.0,2012/1/31,1.0,11.0,14.0,15.0,19.0,33.0,42.0
101010.0,2012/2/3,5.0,8.0,20.0,32.0,34.0,35.0,17.0
101011.0,2012/2/7,7.0,22.0,27.0,33.0,39.0,41.0,13.0
101012.0,2012/2/10,5.0,16.0,19.0,29.0,41.0,43.0,37.0
101013.0,2012/2/14,2.0,11.0,19.0,21.0,33.0,45.0,40.0
101014.0,2012/2/17,14.0,15.0,26.0,30.0,38.0,44.0,19.0
101015.0,2012/2/21,2.0,21.0,32.0,39.0,42.0,46.0,19.0
101016.0,2012/2/24,2.0,6.0,13.0,15.0,17.0,43.0,4.0
101017.0,2012/2/28,2.0,30.0,32.0,36.0,43.0,47.0,49.0
101018.0,2012/3/2,2.0,6.0,15.0,21.0,31.0,45.0,24.0
101019.0,2012/3/6,2.0,5.0,17.0,20.0,25.0,48.0,14.0
101020.0,2012/3/9,10.0,21.0,41.0,44.0,45.0,48.0,32.0
101021.0,2012/3/13,6.0,24.0,46.0,47.0,48.0,49.0,40.0
101022.0,2012/3/16,26.0,27.0,28.0,30.0,31.0,43.0,8.0
101023.0,2012/3/20,4.0,5.0,7.0,13.0,26.0,46.0,24.0
101024.0,2012/3/23,22.0,31.0,36.0,37.0,43.0,44.0,11.0
101025.0,2012/3/27,16.0,18.0,23.0,27.0,28.0,29.0,19.0
101026.0,2012/3/30,1.0,20.0,21.0,28.0,36.0,38.0,30.0
101027.0,2012/4/3,8.0,22.0,23.0,39.0,44.0,47.0,36.0
101028.0,2012/4/6,4.0,5.0,14.0,36.0,37.0,40.0,25.0
101029.0,2012/4/10,6.0,19.0,27.0,31.0,33.0,42.0,13.0
101030.0,2012/4/13,1.0,4.0,9.0,20.0,25.0,35.0,43.0
101031.0,2012/4/17,19.0,23.0,25.0,26.0,31.0,43.0,10.0
101032.0,2012/4/20,2.0,3.0,25.0,44.0,45.0,48.0,31.0
101033.0,2012/4/24,9.0,14.0,19.0,21.0,39.0,47.0,11.0
101034.0,2012/4/27,13.0,22.0,24.0,35.0,40.0,45.0,37.0
101035.0,2012/5/1,5.0,7.0,21.0,22.0,31.0,43.0,4.0
101036.0,2012/5/4,4.0,11.0,17.0,23.0,31.0,39.0,14.0
101037.0,2012/5/8,6.0,23.0,24.0,25.0,29.0,30.0,47.0
101038.0,2012/5/11,10.0,22.0,29.0,30.0,33.0,37.0,27.0
101039.0,2012/5/15,1.0,30.0,35.0,44.0,47.0,49.0,46.0
101040.0,2012/5/18,13.0,23.0,25.0,31.0,39.0,46.0,41.0
101041.0,2012/5/22,1.0,8.0,13.0,18.0,28.0,49.0,6.0
101042.0,2012/5/25,1.0,17.0,22.0,26.0,33.0,40.0,11.0
101043.0,2012/5/29,5.0,22.0,38.0,43.0,46.0,49.0,13.0
101044.0,2012/6/1,4.0,18.0,31.0,34.0,39.0,44.0,49.0
101045.0,2012/6/5,11.0,13.0,16.0,35.0,40.0,49.0,39.0
101046.0,2012/6/8,1.0,9.0,24.0,45.0,46.0,49.0,12.0
101047.0,2012/6/12,3.0,21.0,29.0,33.0,35.0,40.0,45.0
101048.0,2012/6/15,9.0,15.0,23.0,38.0,47.0,49.0,36.0
101049.0,2012/6/19,1.0,5.0,17.0,19.0,26.0,46.0,47.0
101050.0,2012/6/22,6.0,24.0,28.0,36.0,38.0,44.0,8.0
101051.0,2012/6/26,1.0,6.0,7.0,12.0,16.0,41.0,49.0
101052.0,2012/6/29,9.0,11.0,30.0,36.0,39.0,45.0,26.0
101053.0,2012/7/3,11.0,18.0,21.0,34.0,41.0,49.0,47.0
101054.0,2012/7/6,4.0,11.0,18.0,19.0,27.0,31.0,24.0
101055.0,2012/7/10,3.0,16.0,26.0,28.0,31.0,41.0,45.0
101056.0,2012/7/13,8.0,15.0,28.0,35.0,41.0,46.0,11.0
101057.0,2012/7/17,17.0,19.0,22.0,25.0,30.0,37.0,31.0
101058.0,2012/7/20,11.0,14.0,22.0,34.0,41.0,44.0,27.0
101059.0,2012/7/24,5.0,11.0,21.0,24.0,37.0,39.0,13.0
101060.0,2012/7/27,5.0,7.0,9.0,22.0,27.0,34.0,45.0
101061.0,2012/7/31,1.0,24.0,28.0,33.0,43.0,44.0,31.0
101062.0,2012/8/3,13.0,14.0,18.0,27.0,29.0,44.0,21.0
101063.0,2012/8/7,12.0,23.0,28.0,29.0,43.0,47.0,26.0
101064.0,2012/8/10,1.0,3.0,14.0,24.0,26.0,45.0,38.0
101065.0,2012/8/14,2.0,19.0,27.0,31.0,38.0,49.0,32.0
101066.0,2012/8/17,7.0,38.0,39.0,43.0,47.0,48.0,29.0
101067.0,2012/8/21,6.0,29.0,40.0,44.0,46.0,47.0,33.0
101068.0,2012/8/24,7.0,34.0,35.0,42.0,43.0,47.0,29.0
101069.0,2012/8/28,1.0,3.0,6.0,30.0,38.0,41.0,46.0
101070.0,2012/8/31,18.0,28.0,31.0,34.0,36.0,45.0,42.0
101071.0,2012/9/4,10.0,21.0,32.0,36.0,40.0,48.0,9.0
101072.0,2012/9/7,7.0,17.0,19.0,24.0,30.0,44.0,31.0
101073.0,2012/9/11,3.0,4.0,21.0,30.0,31.0,48.0,15.0
101074.0,2012/9/14,20.0,31.0,32.0,33.0,37.0,38.0,39.0
101075.0,2012/9/18,12.0,13.0,18.0,39.0,44.0,48.0,35.0
101076.0,2012/9/21,22.0,29.0,30.0,36.0,37.0,42.0,9.0
101077.0,2012/9/25,18.0,19.0,34.0,35.0,45.0,49.0,16.0
101078.0,2012/9/28,4.0,6.0,22.0,41.0,42.0,47.0,18.0
101079.0,2012/10/2,1.0,3.0,7.0,9.0,28.0,40.0,45.0
101080.0,2012/10/5,9.0,17.0,18.0,33.0,44.0,47.0,8.0
101081.0,2012/10/9,8.0,15.0,18.0,30.0,31.0,41.0,45.0
101082.0,2012/10/12,5.0,11.0,12.0,30.0,43.0,48.0,15.0
101083.0,2012/10/16,2.0,3.0,28.0,35.0,44.0,45.0,36.0
101084.0,2012/10/19,13.0,25.0,27.0,39.0,45.0,49.0,11.0
101085.0,2012/10/23,2.0,7.0,19.0,20.0,25.0,46.0,43.0
101086.0,2012/10/26,1.0,17.0,20.0,28.0,32.0,41.0,13.0
101087.0,2012/10/30,10.0,14.0,20.0,25.0,36.0,46.0,2.0
101088.0,2012/11/2,4.0,18.0,24.0,36.0,37.0,38.0,31.0
101089.0,2012/11/6,8.0,13.0,41.0,42.0,47.0,48.0,29.0
101090.0,2012/11/9,9.0,25.0,31.0,37.0,38.0,45.0,21.0
101091.0,2012/11/13,2.0,11.0,14.0,22.0,25.0,31.0,26.0
101092.0,2012/11/16,17.0,18.0,32.0,33.0,41.0,42.0,12.0
101093.0,2012/11/20,6.0,20.0,23.0,24.0,27.0,34.0,16.0
101094.0,2012/11/23,2.0,3.0,4.0,14.0,18.0,46.0,25.0
101095.0,2012/11/27,5.0,9.0,13.0,18.0,19.0,31.0,32.0
101096.0,2012/11/30,5.0,18.0,26.0,31.0,37.0,43.0,8.0
101097.0,2012/12/4,2.0,23.0,29.0,30.0,41.0,43.0,16.0
101098.0,2012/12/7,8.0,11.0,13.0,19.0,23.0,28.0,49.0
101099.0,2012/12/11,5.0,12.0,14.0,22.0,38.0,44.0,25.0
101100.0,2012/12/14,8.0,11.0,17.0,21.0,28.0,49.0,37.0
101101.0,2012/12/18,5.0,7.0,10.0,15.0,19.0,44.0,49.0
101102.0,2012/12/21,13.0,17.0,22.0,25.0,31.0,48.0,26.0
101103.0,2012/12/25,12.0,18.0,25.0,32.0,41.0,47.0,7.0
101104.0,2012/12/28,5.0,14.0,18.0,28.0,37.0,42.0,19.0
102001.0,2013/1/1,3.0,4.0,22.0,32.0,33.0,49.0,21.0
102002.0,2013/1/4,1.0,7.0,24.0,31.0,35.0,47.0,21.0
102003.0,2013/1/8,5.0,6.0,14.0,19.0,27.0,33.0,31.0
102004.0,2013/1/11,1.0,10.0,24.0,33.0,44.0,48.0,37.0
102005.0,2013/1/15,2.0,8.0,32.0,34.0,44.0,46.0,14.0
102006.0,2013/1/18,22.0,27.0,30.0,33.0,37.0,46.0,24.0
102007.0,2013/1/22,2.0,14.0,23.0,25.0,31.0,47.0,48.0
102008.0,2013/1/25,2.0,4.0,11.0,18.0,48.0,49.0,38.0
102009.0,2013/1/29,3.0,7.0,31.0,32.0,34.0,43.0,41.0
102010.0,2013/2/1,1.0,26.0,28.0,37.0,39.0,46.0,3.0
102011.0,2013/2/5,8.0,15.0,19.0,25.0,30.0,38.0,6.0
102012.0,2013/2/8,4.0,11.0,22.0,26.0,38.0,47.0,13.0
102013.0,2013/2/9,5.0,11.0,17.0,22.0,30.0,34.0,10.0
102014.0,2013/2/10,9.0,10.0,12.0,21.0,31.0,35.0,19.0
102015.0,2013/2/11,6.0,16.0,40.0,45.0,46.0,48.0,31.0
102016.0,2013/2/12,3.0,13.0,19.0,24.0,27.0,38.0,40.0
102017.0,2013/2/15,2.0,8.0,17.0,30.0,34.0,40.0,26.0
102018.0,2013/2/19,7.0,23.0,24.0,28.0,32.0,40.0,8.0
102019.0,2013/2/22,7.0,9.0,17.0,25.0,28.0,35.0,36.0
102020.0,2013/2/26,8.0,15.0,21.0,30.0,36.0,39.0,17.0
102021.0,2013/3/1,1.0,26.0,34.0,35.0,36.0,37.0,7.0
102022.0,2013/3/5,5.0,24.0,30.0,35.0,36.0,38.0,11.0
102023.0,2013/3/8,12.0,13.0,16.0,29.0,44.0,45.0,30.0
102024.0,2013/3/12,16.0,20.0,35.0,46.0,47.0,49.0,31.0
102025.0,2013/3/15,5.0,13.0,23.0,37.0,43.0,44.0,26.0
102026.0,2013/3/19,1.0,12.0,25.0,37.0,39.0,40.0,18.0
102027.0,2013/3/22,5.0,7.0,13.0,23.0,24.0,30.0,1.0
102028.0,2013/3/26,1.0,9.0,20.0,28.0,39.0,42.0,47.0
102029.0,2013/3/29,2.0,3.0,8.0,15.0,24.0,46.0,36.0
102030.0,2013/4/2,11.0,15.0,20.0,23.0,26.0,35.0,31.0
102031.0,2013/4/5,4.0,7.0,13.0,17.0,21.0,35.0,33.0
102032.0,2013/4/9,7.0,16.0,35.0,45.0,47.0,48.0,39.0
102033.0,2013/4/12,1.0,3.0,18.0,22.0,29.0,32.0,21.0
102034.0,2013/4/16,6.0,18.0,40.0,43.0,45.0,48.0,24.0
102035.0,2013/4/19,3.0,36.0,37.0,40.0,42.0,48.0,17.0
102036.0,2013/4/23,12.0,15.0,29.0,31.0,36.0,45.0,40.0
102037.0,2013/4/26,15.0,17.0,19.0,30.0,40.0,47.0,25.0
102038.0,2013/4/30,10.0,30.0,32.0,37.0,46.0,47.0,16.0
102039.0,2013/5/3,1.0,4.0,8.0,22.0,32.0,45.0,2.0
102040.0,2013/5/7,9.0,11.0,14.0,25.0,33.0,35.0,2.0
102041.0,2013/5/10,2.0,17.0,25.0,32.0,39.0,43.0,34.0
102042.0,2013/5/14,1.0,6.0,7.0,27.0,30.0,39.0,21.0
102043.0,2013/5/17,5.0,10.0,16.0,22.0,23.0,24.0,31.0
102044.0,2013/5/21,24.0,29.0,35.0,39.0,42.0,49.0,48.0
102045.0,2013/5/24,10.0,27.0,28.0,31.0,37.0,41.0,34.0
102046.0,2013/5/28,7.0,10.0,16.0,17.0,30.0,43.0,23.0
102047.0,2013/5/31,3.0,6.0,10.0,33.0,39.0,44.0,37.0
102048.0,2013/6/4,14.0,19.0,34.0,43.0,46.0,47.0,42.0
102049.0,2013/6/7,3.0,14.0,29.0,33.0,39.0,48.0,22.0
102050.0,2013/6/11,16.0,20.0,34.0,42.0,46.0,49.0,4.0
102051.0,2013/6/14,4.0,16.0,22.0,32.0,35.0,47.0,43.0
102052.0,2013/6/18,4.0,11.0,25.0,36.0,41.0,43.0,27.0
102053.0,2013/6/21,10.0,29.0,35.0,39.0,41.0,44.0,7.0
102054.0,2013/6/25,7.0,18.0,26.0,28.0,34.0,38.0,5.0
102055.0,2013/6/28,22.0,26.0,31.0,42.0,44.0,49.0,29.0
102056.0,2013/7/2,1.0,5.0,18.0,21.0,40.0,44.0,22.0
102057.0,2013/7/5,11.0,14.0,28.0,39.0,40.0,45.0,42.0
102058.0,2013/7/9,19.0,24.0,28.0,29.0,41.0,43.0,37.0
102059.0,2013/7/12,15.0,24.0,29.0,34.0,47.0,48.0,31.0
102060.0,2013/7/16,10.0,13.0,16.0,29.0,31.0,37.0,32.0
102061.0,2013/7/19,3.0,5.0,9.0,15.0,30.0,49.0,48.0
102062.0,2013/7/23,4.0,17.0,24.0,27.0,35.0,49.0,39.0
102063.0,2013/7/26,8.0,17.0,21.0,34.0,39.0,45.0,44.0
102064.0,2013/7/30,6.0,15.0,16.0,22.0,43.0,45.0,48.0
102065.0,2013/8/2,7.0,27.0,43.0,44.0,45.0,46.0,35.0
102066.0,2013/8/6,1.0,4.0,17.0,27.0,32.0,48.0,6.0
102067.0,2013/8/9,3.0,4.0,12.0,13.0,24.0,30.0,9.0
102068.0,2013/8/13,12.0,14.0,16.0,34.0,37.0,48.0,7.0
102069.0,2013/8/16,4.0,17.0,24.0,27.0,29.0,40.0,9.0
102070.0,2013/8/20,5.0,7.0,16.0,28.0,31.0,49.0,34.0
102071.0,2013/8/23,5.0,11.0,12.0,14.0,31.0,35.0,26.0
102072.0,2013/8/27,5.0,8.0,11.0,14.0,15.0,36.0,46.0
102073.0,2013/8/30,2.0,21.0,24.0,27.0,36.0,46.0,5.0
102074.0,2013/9/3,11.0,13.0,22.0,29.0,39.0,48.0,45.0
102075.0,2013/9/6,6.0,7.0,14.0,33.0,36.0,48.0,18.0
102076.0,2013/9/10,1.0,10.0,14.0,34.0,42.0,47.0,9.0
102077.0,2013/9/13,12.0,16.0,26.0,27.0,28.0,45.0,6.0
102078.0,2013/9/17,1.0,8.0,17.0,19.0,40.0,46.0,15.0
102079.0,2013/9/20,6.0,12.0,19.0,28.0,39.0,47.0,36.0
102080.0,2013/9/24,7.0,9.0,15.0,23.0,34.0,35.0,41.0
102081.0,2013/9/27,1.0,12.0,18.0,19.0,38.0,46.0,2.0
102082.0,2013/10/1,1.0,4.0,14.0,17.0,23.0,46.0,41.0
102083.0,2013/10/4,7.0,12.0,18.0,25.0,28.0,48.0,46.0
102084.0,2013/10/8,4.0,6.0,7.0,11.0,26.0,31.0,38.0
102085.0,2013/10/11,2.0,10.0,32.0,37.0,46.0,49.0,28.0
102086.0,2013/10/15,8.0,13.0,16.0,20.0,22.0,28.0,49.0
102087.0,2013/10/18,9.0,11.0,17.0,39.0,40.0,43.0,46.0
102088.0,2013/10/22,7.0,8.0,16.0,23.0,32.0,39.0,22.0
102089.0,2013/10/25,3.0,8.0,10.0,11.0,35.0,36.0,39.0
102090.0,2013/10/29,1.0,4.0,21.0,30.0,39.0,42.0,44.0
102091.0,2013/11/1,6.0,16.0,26.0,31.0,36.0,46.0,9.0
102092.0,2013/11/5,3.0,12.0,27.0,29.0,37.0,46.0,17.0
102093.0,2013/11/8,1.0,3.0,28.0,30.0,33.0,39.0,34.0
102094.0,2013/11/12,3.0,12.0,22.0,23.0,29.0,46.0,33.0
102095.0,2013/11/15,2.0,4.0,18.0,31.0,36.0,43.0,8.0
102096.0,2013/11/19,15.0,16.0,33.0,35.0,36.0,46.0,21.0
102097.0,2013/11/22,8.0,9.0,11.0,24.0,40.0,47.0,33.0
102098.0,2013/11/26,1.0,10.0,11.0,15.0,20.0,21.0,26.0
102099.0,2013/11/29,2.0,8.0,13.0,19.0,30.0,31.0,20.0
102100.0,2013/12/3,8.0,10.0,17.0,38.0,44.0,49.0,40.0
102101.0,2013/12/6,4.0,6.0,8.0,10.0,15.0,36.0,13.0
102102.0,2013/12/10,6.0,11.0,27.0,34.0,42.0,49.0,21.0
102103.0,2013/12/13,10.0,16.0,26.0,28.0,41.0,48.0,42.0
102104.0,2013/12/17,1.0,4.0,9.0,14.0,22.0,28.0,20.0
